,Rating,Review
10,0,"""He's wrong he's so wrong he's more wrong than an upside-down rainbow.""ok."
11,5,"I literally read 300 pgs in one sitting and finished the whole book in 24 hrs. Haven't done that with a book in a LONG time. That's how much I loved it. I love that we jump straight into the plot. That made it such a fast read.And THE WRITING STYLE. I know it's not going to be for everyone, but I loved the metaphors, crossed-out words, and repeated words/phrases. It really puts us in Juliette's head and shows us her mental state after being in solitary confinement for 260+ days. And I love how the writing style evolves as Juliette's confidence and state of mind evolve.So far, I loveeee Adam and how caring he is, and I'm so intrigued to see how Warner's character evolves (even tho I hate him right now). Shatter Me series reading vlog coming soon."
12,2,"Shat­ter Me, oth­er­wise known as: When Cre­ative Writ­ing Class Goes Wrong.I am all for exper­i­men­tal writ­ing, for stretch­ing your abil­i­ties and try­ing to find fresh ways to express ideas. Occa­sion­ally you end up with genius, but most of the time you result in pre­ten­tious, awk­ward prose that stick in the prover­bial craw of read­ers. This book is that writ­ing. There are plenty of exam­ples that I can give as evi­dence – but I shall stick with two rel­a­tively short ones:“His eyes scan the sil­hou­ette of my struc­ture and the slow motion makes my heart race. I catch the rose petals as they fall from my cheeks, as they float around the frame of my body, as they cover me in some­thing that feels like the absence of courage.”The absence of courage? Are you fuck­ing kid­ding me? We have a word for that. I believe that is almost the dic­tio­nary def­i­n­i­tion of the word cow­ard. I would explain what was wrong with the rest of the para­graph too but I want to keep this review to a 10,000 word the­sis at max.“I always won­der about raindrops.I won­der about how they’re always falling down, trip­ping over their own feet, break­ing their legs and for­get­ting their para­chutes as they tum­ble right out of the sky toward an uncer­tain end.”…right.I get, artis­ti­cally, that Mafi wanted to expose her read­ers to the mind of a girl whose san­ity is frag­ile and ques­tion­able, and that she’s try­ing to show this through the prose. I don’t think the effect works or is done par­tic­u­larly well. I think the work­ings of a trou­bled mind would result in more than bad analo­gies and a bunch of num­bers. Despite the fact that Juliette’s back­story and premise is inter­est­ing, we still end up with the same mun­dane, cookie-cutter hero­ine that can be seen in the vast major­ity of Young Adult lit­er­a­ture. The only thing insane about this novel is how pre­dictable and trite it is.When are pop­u­lar young adult authors going to pro­vide more to the char­ac­ter­i­za­tion of their main pro­tag­o­nists than: Irre­sistible, unique out­sider, in love with a guy?Can’t male pro­tag­o­nists have other qual­i­ties than: in love with main char­ac­ter, hot, tragic back­story to illicit exces­sive brooding?The entire premise of Shat­ter Me promised some­thing dif­fer­ent and new. Yet we still end up with the same bland old fare.The plot and pac­ing is awk­ward and cum­ber­some. Even when sit­u­a­tions are sup­posed to be tense, there is a sense of bore­dom and pre­dictabil­ity. I feel sad that this is yet again, another dis­ap­point­ing dystopian Young Adult novel that will join its sis­ters in the Mediocre Hall of I Can’t Be Stuffed.But, if you do decide to visit, at least you get a free shirt!One last thingThis review also appears on my blog, ."
13,1,"I always wonder about raindrops.I wonder about how they’re always falling down, tripping over their own feet, breaking their legs and forgetting their parachutes as they tumble right out of the sky toward an uncertain end. It’s like someone is emptying their pockets over the earth and doesn’t seem to care where the contents fall, doesn’t seem to care that the raindrops burst when they hit the ground, that they shatter when they fall to the floor, that people curse the days the drops dare to tap on their doors.Let me translate what Mafi was trying to say; ""It was raining.""of ; she tries too hard to be clever and poetic and the story gets muddied along the way.I apologize for not going more in depth with this review, but I read this book over three months ago now and all I remember is that I think my status updates should show this pretty clearly, but to make this easier to see, I've decided to write this somewhat brief review and sort through a few of my updates as well.A device Mafi chooses to use early on is striking out the words that ""crazy"" Juliette is ""really"" thinking. As the story goes on this device gets used less and less and so it feels more like Mafi just used it in the beginning for fun and to make her book look different from the rest of the young adult books out there, which, unfortunately, it is NOT, especially when you get to the romance. And that is what this story is: , and a disgustingly sappy one at that.I don't think you'll be able to believe these until you read them for yourself:""I'd like to cry into his eyes.""""His body presses closer and I realize I'm paying attention to nothing but the dandelions blowing wishes in my lungs.""""I'm suddenly desperate to drink in every drop of his being, desperate to savor every moment I've never known before. I suddenly worry that there's an expiration date on this phenomenon.The possibility of losing himThe possibility of losing himThe possibility of losing him is 100 years of solitude I don't want to imagine.Realization is a pendulum the size of the moon. It won't stop slamming into me.""""His heart is racing so fast I can't distinguish it from my own. It's 5,000 degrees in the air between us.""""I've run out of words. My pockets are full of letters I can't string together.""""I want to fall asleep to the sound of his heart beating in the atmosphere.""""His eyes are a midnight moment filled with memories, the only windows into my world.""""My heart fails for a moment.There are 400 cotton balls caught in my windpipe.""""James and Adam glance back at me and I melt into pink Play-Doh.""""I'm up.Spinning.Scanning.Scared.They found us is the only thing I can think of. My stomach is a flimsy crepe, my heart a raging woodpecker, my blood a river of anxiety.""""It's raining today. The sky is weeping for us.""""His lips are spelling secrets and my ears are spilling ink, staining my skin with his stories.""""The sun is revolving around the moon when he responds.""""I offer him a smile. Try to keep my organs from falling out. Hope the holes in my head aren't showing.""""My mouth is sitting on my kneecaps.""""My neck snaps up to meet his dark eyes, his smooth voice, silky and strong.""""My jaw is dangling from my shoelace.""""I'm blushing through my bones.""""Adam pulls back just a tiny bit. Kisses my bottom lip. Bites it for just a second. His skin is 100 degrees hotter than it was a moment ago. His lips are pressed against my neck and my hands are on a journey down his upper body and I'm wondering why there are so many freight trains in my heart, why his chest is a broken harmonica.""And that, my friends, is that. Even if I didn't think the writing was trite and overwrought, later on it really starts to feel like she's borrowing heavily from the X-Men mythos (even though she claims she's never even seen the movies.) If you read the few quotes I've listed above and they're not your cup of tea, I'd say skip this one and try something else. Or maybe watch one of the X-Men movies instead; you'll get a much better portrayal of Rogue and a steamier love story. Mmm ... Wolverine."
14,2,"So, I actually didn't hate this as much as I thought I would. I enjoyed maybe thirty percent of it before it all went downhill, but... um... it really went downhill.I do not like to think about eyeballs. They just exist. I don't want to look at them. I hate this cover.But that's irrelevant. The hideous covers are irrelevant. But... is that Adam's eye? Because the only thing I took from this is that Adam's eyes are blue blue blue cobalt blossoming bruise clear as the midnight sky blue.*aggressive coughing*Ma'am, this is a Wendy's.I actually didn't mind the writing, as long as it wasn't about Adam's eyes. The biggest complaint I see is usually related to the purple prose and long-winded metaphors and awkward phrases, but I enjoyed it...? To a point. I thought most of the strange metaphors were accurate, and the somewhat unconventional style of writing really helped to portray Juliette's trauma, which was my favorite part of the book. Too bad it all disappeared when she ✨fell in love.✨ Because that's just how the world works.I did find some, uh, interesting quotes:And one of those hands is mine.It's like... here, I'll write an example.Here's a normal sentence:""I walk down the cold hall.""Now make it as awkward as possible:""I walk down the hall, the linoleum as cold as the corpses of the women and children they've killed, and my spine conducts enough electricity to power an entire city.""I didn't love her, but I liked the portrayal of trauma even though it suddenly disappeared halfway through. She needs to stop thinking in strikethroughs, but I don't have any real complaints. She's frustratingly stubborn at times, but she's a YA protagonist, obviously she's going to be stupid.Juliette can torture/kill people with her touch. She was locked away at a young age and has lived in solitary confinement ever since. She's a little kooky. I don't really care.Are you serious? I have to choose between an obsessed problematic psycho serial killer love interest and a blander-than-bland cardboard cutout organic whole wheat waffle love interest??Adam is the organic whole wheat waffle. He's probably better for Juliette than the psycho serial killer, but apparently he's not the endgame LI.To summarize his character development, he went from a somewhat interesting mysterious weirdo and Juliette's third grade friend to... a very bland concerning weirdo and Juliette's third grade friend.This is instalove disguised as we-were-friends-as-kiddos-and-now-I-love-you. Which is probably worse. Adam's entire backstory is that he was hit as a kid once (this was never mentioned again) and he's spent his entire life searching for Juliette. Because logic.I wouldn't have minded the abuse subplot if it were actually a subplot instead of something mentioned once and thrown away. Maybe if it, I don't know, actually affected him, I would call it deep and move on.I was okay with him until he and Juliette had a little dialogue sequence. He tried to give her a blanket (this was before he knew that she had magical killing powers) and she told him not to touch her, but he was being all rebellious and she said it again, and then she said this, to which he replied:When someone tells you not to touch them, you back off. It's basic courtesy and respect. Don't assume it's about you.Warner is the obsessed problematic psycho serial killer. In case you were wondering.Some of my friends have been telling me Juliwarner is a better ship than Julikent. I beg to differ. Adam may be an organic whole wheat waffle, but at least he's not an edgy guy with problems that could be solved by therapy but he's too tough for therapy so there's that. Ahem.He's, uh, strangely obsessed with Juliette and continually tries to make advances on her even after she shows no interest in him. First of all, he needs to stop. Second of all, he's blond?? That was random, but since when are villains blond? I was picturing him with black hair until I searched up fanart to see what Juliette looked like and Warner was there with his blond hair. This is not okay.What worldbuilding? All I know is that there's something called The Reestablishment, which is a dystopian government that does bad stuff. What bad stuff? Who knows? And apparently the planet is all desolate now because the sky is gray. *looks outside* Oh no, the sky is gray. We must be living in a post-apocalyptic world because obviously clouds aren't a thing.I didn't hate it, but I certainly didn't like it.2 stars, get that cover away from me before I actually throw up"
15,3,3.5 ❤️
16,5,
17,1,"This book is pretty darn bad. This book is pretty darn bad.Oh, darn, did I miss the point of the strikethroughs?"
18,1,"Instagram || Twitter || Facebook || Amazon || PinterestIt's not easy being Queen of Literary Trash. Between YA and bodice-rippers, I read more ""bad"" books than most elitist snobs will see in their entire lifetime. But then, I consider myself a connoisseur of the so-called trashy arts. There are two kinds of ""bad"" books. There are the books that tell good stories and while they aren't highbrow literature, they are still fun to read and if you can let go of your snobbery long enough to enjoy them, will perform quite serviceably as quality entertainment. Then there are the books that are just bad, and have no redeeming value at all.I had friends warn me about SHATTER ME. It's apparently infamous for the ""creative"" metaphors that the author likes to use. It's also yet another attempt to cling to the coattails of THE HUNGER GAMES (although it's more like DIVERGENT than THE HUNGER GAMES, which if you know my thoughts on DIVERGENT, you will know is not a compliment, coming from me). The premise is pretty undeveloped. Juliette has been in captivity for just under a year when she accidentally killed a boy by touching him. Her touch, you see, is deadly. She's like Rogue, from X-men. One touch, and your life force is hers.It's set on a dying Earth but why and how it's dying are incredibly vague. We've apparently allowed a fascist-tolerant (if not outright fascist) regime to gain power, which I say is not really giving the world a whole lot of credit, but on the other hand I'm a liberal living in the United States right now, so on the OTHER hand, maybe future Earth is totally stupid enough to do that. It seems to happen a lot in YA dystopians, to the point where the reader begins to wonder if all it takes to start a fascist regime is a kickstarter and a special license. What matters is that resources are thin and there is not a lot of food and there are parts of the world that are radioactive(?) and for some reason, some people (especially Juliette) have mutant-like powers for Reasons and this is the world we live in.Both love interests are, conveniently, immune to Juliette's power. Because I guess it wouldn't be much of a romance if the book took the MC Hammer ""Can't Touch This"" approach to courtship. There is instalove up the wazoo in here, and even when Juliette finds out that Adam was put in her cell to spy on her under the guise of being a fellow prisoner, she forgives him stunningly quickly, and is constantly telling us how much she wants to touch him. She wants to touch the villain, Warner (I'm sorry but I can't take you seriously when I'm picturing the dancing frog mascot of the WB), too, although it's a traitorous body sort of desire to touch, the I-love-to-hate-how-I-hate-to-love-you type. Warner was the biggest potential sell of this series to me because I love villainous love interests but he's too creepy, even for me. Between the constant unwanted pet names and the really disturbing ""I could just take a bite out of you""-type comments, this dude was about one villain notch away from singing a Tim Curry songThen there's the writing itself, which can be broken down into three categories: OMG, WTF, and LOL.OMG:(68).(163).(310).WTF:(6).(40).(172).(326).LOL:(151).(286).The author also makes two other attempts at being creative, which are overuse of the strikethrough tool and overuse of numbers, written as numerals instead of being spelled out. Which, if you ask me, is 1 bad idea because not only does it look unprofessional as 0 other writers do this, but 2, comes across as overly gimmicky and makes you feel like you're reading cast-offs from a teenager's poetry journal as she tries - and fails - to channel Ellen Hopkins and/or Rupi Kaur.If you like this book, good for you, I guess. I personally couldn't stand it. It felt incredibly derivative, and from the woe-is-me beginning to the yay-I've-got-a-hypersexualized-supersuit ending, there was just way too much I ended up side-eying in this book for me to enjoy it. I don't think I'll be reading the sequels, not even for the lols.1 star"
19,4,You can find the full review and more about this book on my blog!This was something...and I liked it.
20,4,"I seriously don’t know why it took me so long to dig my claws into this book, but I definitely know that I don’t regret doing it! ;-)“Shatter Me” was an awesome read and I enjoyed it immensely! There were so many things I loved about this book and whilst it is true that many people complained about the writing style, I have to admit that I actually loved it.I think it was something new and extraordinary and I loved the way Juliette described her world. The repetitions, her thoughts, the things she thought and even the truths she vehemently refused to admit. It all gave me a very good picture of her character and her mind, the many things she must have gone through shaping her into a person that distrusts everyone and desperately tries not to feel anything. XD Of course she’s failing but this actually only made her even more likeable. *lol*See where I’m getting at? Tahereh Mafi knows exactly what she’s doing and she really managed to drag me into her world. Yes, I confess! I’m officially hooked now and I’m soo going to read all of the other books! ;-PSo be prepared to read many reviews! *LOL*Okay, enough of the threats and right back to the characters! Oh, the characters! There’s so much to tell! XDAt the beginning of the book you don’t even know her name. Everything you know is that she’s been imprisoned for ages and that she’s more than just a little insecure. Considering her ability this is no surprise though, the fact she can hurt and even kill people with just the touch of her fingertips making it kind of hard to be all too sociable. Juliette may not talk a lot but she sees everything and she’s more than just observant. She obviously also seems to have a knack for poetry and I really enjoyed the way she used her words.That boy is hot as hell and Juliette’s new cell mate! Could a girl ask for more? Dark hair, blue eyes, awesome and muscular body! *drools* Okay, okay! I’m back on track! *lol* Yeah, as you can see Adam is just awesome boyfriend material and it’s no wonder that they kind of hit it off! He’s caring and gentle and he always tries to understand Juliette’s thoughts. I liked him from the beginning and I’m really curious to find out how things are going to proceed in the next books. =)Sidenote: Is it just me or does he never tell Juliette that he loves her? O_o I thought this was kind of odd. Juliette told him she loved him but as far as I could read he never returned it…. Did I miss anything? xDOh my god! Warner! Gosh! Warner! Argh! Warner! *babbling mess* That boy, that boy gave me all the feels! Good and bad! Happy and angry! Disgusted and longing for more! *lol* I wanted him to touch Juliette and I wanted her to touch him! I just couldn’t decide if I wanted it because I wanted him to hurt or because I wanted them to make out! *LOL* What is it with me and the villains? Why do I love them so much!? XD First Maven and now Warner, I think I’m going to die! >_< Oh, well I think I’m supposed to say something about his character as well so here I go: He’s ruthless when he is with his soldiers but he is gentle whenever he is with Juliette. He seems to care about her a LOT and he even admitted that he loved her! But why does he hurt her so much? Warner is a big question mark and some sort of mystery I’m determined to solve. So yesh, I’m so going to read “Destroy Me” after I wrote this review! XDI loved Kenji! That boy is so funny and I really enjoyed his sassy demeanour. He’s constantly hitting on Juliette and his character gives the book a hilarious edge. I want more of him and actually can’t wait to meet him again! =)So, if you haven’t already figured it out:YES I liked “Shatter Me” and I can easily recommend it to anyone who’s looking for a nice and short-lived page turner! =)Enjoy! ;-P"
21,2,I’m unhauling this whole series and canceled my preorder of the new book. I’m changing my views and cleaning house. Sucks these books look damn good on the bookshelf though!! I will always love Warner though.Picture by George RedhawkMel 🖤🐶🐺🐾
22,5,"By the way, check out this fan made poster for the movie, if there ever was one.Made by on deviantART.I looove it! Exactly how I would picture a movie poster for this book._________________I read this book in one sitting.For five hours, I read this. It was a school night and I stayed up all night. That's how much this book pulled me.I know that there are many people who didn't like this book, some even it, but... Gah, it was just so awesome to me! It's definitely one of those books that pulled me in and refused to let go. I loved every minute of it, and I guess I see why it's getting all the hate─insta-love, lack of world-building, the writing style, etc etc─but... I don't know, something about this book just really really wowed me, and it was fucking awesome in my eyes.Also, the author herself is awesome as well. <3 where you can see all of her adorableness. :DOverall, in spite of all the hate this book is getting, I absolutely loved it, and can't wait for the sequel."
23,2,"(2.5?) The lack of world building is one of my main issues with this book (even though it seems like things will be explained in book 2... a full book with little world building is boring!).I didn't love the writing and the characters felt very one dimensional.Kinda felt like another YA dystopian world with a love triangle and an incredibly pretty main character - even after spending over 6 months isolated, underfed... and the fact that she hasn't seen herself in the mirror in 3 years... Her beauty is mentioned in pretty awkward moments.If it wasn't for the fact that people say the series becomes way better after book 1 I would stop but I'll give the second book a try!"
24,2,It's been 27 hours since I started reading this book.1620 minutes since I invited my doom.97200 seconds since my brain cells started disintegrating dyingdyingdyingdyingDead. They are dead.I couldn't do anything to help them.I'm pathetic weak stupid dumb idiot.
